排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
13,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,AI Agent,71450,91001,2026-02-15,面向 AI 编程 Agent 的生产级工程技能,提升 Agent 代码质量
14,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,AI Agent,67251,82630,2026-02-19,给 AI 提供审美品味的技能,避免 AI 生成「土味」设计
15,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,AI Agent,66716,101919,2024-12-28,多 Agent LLM 金融交易框架,自动化量化交易决策
16,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,AI Agent,63158,92689,2025-08-31,跨会话持久化 Agent 记忆,让 Agent 记住历史上下文
17,Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,AI Agent,61869,76887,2026-02-24,让 Agent 读取全网内容的工具,给 Agent 联网阅读能力
18,paperclipai/paperclip,https://github.com/paperclipai/paperclip,AI Agent,57273,79722,2026-03-02,企业管理 Agent 的开源应用,编排与监控工作流 Agent
19,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,AI Agent,53339,75696,2025-09-07,《从零构建智能体》开源教程,系统学习 Agent 原理与实践
20,santifer/career-ops,https://github.com/santifer/career-ops,AI Agent,52695,69509,2026-04-04,开源 AI 求职工具,扫描职位/评估匹配/自动投递
21,666ghj/MiroFish,https://github.com/666ghj/MiroFish,AI Agent,50482,71792,2025-11-26,通用群体智能引擎,多 Agent 协作预测与决策
22,bytedance/deer-flow,https://github.com/bytedance/deer-flow,AI Agent,49127,81155,2025-05-07,字节开源长程 SuperAgent 框架,研究/编码/创作自主任务
23,ruvnet/ruflo,https://github.com/ruvnet/ruflo,AI Agent,47834,69892,2025-06-02,Agent 元编排框架（多 Agent 集群）,部署多 Agent 协作
24,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,AI Agent,47649,74094,2025-10-17,Claude 技能精选列表,找高质量 Agent 技能
25,mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,AI Agent,47530,60666,2026-01-23,跨平台研究话题的 Agent 技能,汇总近 30 天社媒趋势
26,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,AI Agent,47053,64353,2026-01-10,LLM 股票智能分析系统,行情/新闻/决策看板与推送
27,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,AI Agent,43945,106753,2025-04-17,把 Gemini 接入终端的开源 Agent,命令行 AI 编程与任务
28,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,AI Agent,42770,64621,2025-12-14,轻量元提示/上下文工程工具,快速搭建 Agent 工作流
29,MemPalace/mempalace,https://github.com/MemPalace/mempalace,AI Agent,42587,58747,2026-04-05,开源 AI 记忆系统,给 Agent 长期记忆
30,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,AI Agent,37800,43771,2025-09-09,《深入理解 AI Agent》开源书,系统学习 Agent 设计与工程
31,open-webui/open-webui,https://github.com/open-webui/open-webui,AI Agent,37785,150460,2023-10-06,自托管 AI 聊天界面,本地/私有化部署 LLM 对话
32,browser-use/browser-use,https://github.com/browser-use/browser-use,AI Agent,37427,111782,2024-10-31,让 AI 操作浏览器的工具,网页自动化任务
33,VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,AI Agent,33799,52276,2026-01-25,OpenClaw 技能合集（5400+）,找 OpenClaw 技能
34,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,AI Agent,31226,73564,2024-11-28,18 课 AI Agent 入门教程,零基础学做 Agent
35,aaif-goose/goose,https://github.com/aaif-goose/goose,AI Agent,26082,53720,2024-08-23,可扩展开源 AI Agent,超越代码建议的自主任务
36,iOfficeAI/OfficeCLI,https://github.com/iOfficeAI/OfficeCLI,AI Agent,25208,29561,2026-03-15,为 AI 智能体打造的 Office 套件命令行,让智能体读取/编辑/自动化 Word、Excel、PPT，单文件、免装 Office
37,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,AI Agent,23741,27417,2026-05-01,把技术书 PDF 转成 Agent 技能的工具,快速沉淀领域知识技能
38,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,AI Agent,22564,25863,2026-05-13,防止 Agent 冗长铺垫的技能,让 Agent 直接给结论
39,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,AI Agent,21422,85713,2024-03-13,AI 驱动的全自动软件开发平台,自主完成编码任务
40,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,AI Agent,20031,63102,2024-11-29,AI 对冲基金团队（多 Agent）,模拟/辅助量化投资
41,Zackriya-Solutions/meetily,https://github.com/Zackriya-Solutions/meetily,AI Agent,19492,30131,2024-12-26,本地优先的 AI 会议助手,用本地 Whisper/Parakeet 实时转写、说话人分离与总结，100% 本地处理
42,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,AI Agent,17177,57850,2023-10-27,角色扮演多 Agent 编排框架,快速搭建协作 Agent 团队
43,andrewyng/openworker,https://github.com/andrewyng/openworker,AI Agent,17084,17084,2026-07-20,Andrew Ng 开源 AI 工作体,面向真实工作的 AI Agent 编排
44,yc-software/qm,https://github.com/yc-software/qm,AI Agent,14379,14379,2026-07-29,多人协作 Agent harness,以团队方式驱动 Agent 完成任务
45,microsoft/SkillOpt,https://github.com/microsoft/SkillOpt,AI Agent,12926,16516,2026-05-08,Agent 技能文本空间优化框架,自动训练与调优可复用的 Agent 技能
46,omnigent-ai/omnigent,https://github.com/omnigent-ai/omnigent,AI Agent,9527,9527,2026-06-11,开源 Agent 元编排框架,统一编排 Claude Code 等多 Agent
47,FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,AI Agent,9483,58128,2025-03-06,开源通用 Agent 平台（Manus 开源替代）,自主完成复杂任务
48,trycompai/crm,https://github.com/trycompai/crm,AI Agent,9139,9139,2026-07-31,Agent 优先的开源 CRM,为 AI Agent 工作流管理客户关系
49,cloudflare/computer,https://github.com/cloudflare/computer,AI Agent,8848,8848,2026-06-05,给 Agent 一台虚拟电脑,让 Agent 操作完整计算环境
50,unicity-aos/aos-ce,https://github.com/unicity-aos/aos-ce,AI Agent,8550,8550,2026-07-12,开源 Agent 操作系统,把 Agent 作为系统底座运行
51,datawhalechina/Agent-Learning-Hub,https://github.com/datawhalechina/Agent-Learning-Hub,AI Agent,6138,7229,2026-05-17,AI Agent 体系化学习路线与资料库,从原理到工程落地系统掌握智能体
52,elder-plinius/T3MP3ST,https://github.com/elder-plinius/T3MP3ST,AI Agent,5836,5836,2026-07-02,自主红队测试平台,多 Agent 进攻性安全元编排
53,chaitanyagiri/munder-difflin,https://github.com/chaitanyagiri/munder-difflin,AI Agent,5627,5752,2026-05-31,本地多 Agent 协作调度 harness,在本地快速编排多智能体协同流水线
54,KunAgent/Kun,https://github.com/KunAgent/Kun,AI Agent,5307,6260,2026-05-21,本地优先 Agent 工作空间,编码/写作/设计/研究/自动化一体
55,opensquilla/opensquilla,https://github.com/opensquilla/opensquilla,AI Agent,5241,6813,2026-05-06,极致节省 Token 的轻量级 Agent 框架,低成本高吞吐执行自主任务
56,XBuilderLAB/cheat-on-content,https://github.com/XBuilderLAB/cheat-on-content,AI Agent,5107,6696,2026-05-05,开源 AI 智能体与工作流项目,You're reading this. The skill predicted it. A workflow that turns every post...
57,basketikun/infinite-canvas,https://github.com/basketikun/infinite-canvas,AI Agent,4995,5827,2026-05-18,开源 AI 智能体与工作流项目,面向 AI 创作的开源无限画布工作台，集成 AI 生图、参考图编辑、视频生成、Agent 智能助手、画布编排、对话创作、提示词库与素材管理等能力，支持可视...
58,truefoundry/trueforge,https://github.com/truefoundry/trueforge,AI Agent,4959,4959,2026-07-23,开源 AI 智能体与工作流项目,The open-source agent harness - the runtime layer that turns an LLM into a wo...
59,vercel/eve,https://github.com/vercel/eve,AI Agent,4881,4881,2026-06-16,Vercel 开源 Agent 构建框架,轻量化构建、编排与部署自主 AI 智能体应用
60,sapientinc/PRAXIST,https://github.com/sapientinc/PRAXIST,AI Agent,4812,4812,2026-08-27,开源 AI 智能体与工作流项目,"Autonomous research system for measurable, computer-executable research."
61,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,AI Agent,4656,5277,2026-05-21,开源 AI 智能体与工作流项目,Solution for long term memory for agent coding CLIs and to facilitate handoff...
62,kunchenguid/firstmate,https://github.com/kunchenguid/firstmate,AI Agent,4481,4481,2026-06-12,多智能体协同开发工具,单个交互入口调度多智能体协作团队交付项目
63,vercel-labs/zerolang,https://github.com/vercel-labs/zerolang,AI Agent,4455,5346,2026-05-15,开源 AI 智能体与工作流项目,The Programming Language for Agents
64,WUBING2023/PaperSpine,https://github.com/WUBING2023/PaperSpine,AI Agent,4278,5039,2026-05-17,开源 AI 智能体与工作流项目,PaperSpine is a motivation-driven skill for learning from strong academic pap...
65,genspark-ai/genoffice,https://github.com/genspark-ai/genoffice,AI Agent,4039,4039,2026-07-31,开源 AI 智能体与工作流项目,"Free, open-source AI office suite for macOS, Windows & Linux — Word (.docx), ..."
66,shy3130/tick-stock-panel,https://github.com/shy3130/tick-stock-panel,AI Agent,4003,4003,2026-06-18,开源 AI 智能体与工作流项目,TSP自托管、零运维的 A 股「选股 + 监控 + 回测」量化工作台  | LLM能力驱使策略定制+个股分析+复盘 | 自由接入第三方数据源与个性化扩展数...
67,apache/maka,https://github.com/apache/maka,AI Agent,3982,4247,2026-05-27,开源 AI 智能体与工作流项目,"Apache Maka (Incubating) is a local-first AI agent workspace. Model messages,..."
68,dmmulroy/anti-slop,https://github.com/dmmulroy/anti-slop,AI Agent,3914,3914,2026-08-12,开源 AI 智能体与工作流项目,Opinionated Oxlint rules for rejecting low-evidence TypeScript and JavaScript...
69,xiaobright/dsh-anchored-standard,https://github.com/xiaobright/dsh-anchored-standard,AI Agent,3809,3809,2026-08-14,开源 AI 智能体与工作流项目,"Two-phase DeepSeek Harness preset: Minimal-aligned bootstrap, then full Stand..."
70,davidondrej/skills,https://github.com/davidondrej/skills,AI Agent,3782,3782,2026-06-24,个人精选 Agent 技能集合,提供自动化、研究与开发提效的实用 Agent 技能
71,tutti-os/tutti,https://github.com/tutti-os/tutti,AI Agent,3640,3640,2026-06-12,人机协同多 Agent 操作系统,让人类与多个智能体无缝协作共建软件
72,aipoch/open-science,https://github.com/aipoch/open-science,AI Agent,3503,3503,2026-07-03,开源 AI 智能体与工作流项目,"Open Science is an open-source, local-first, model-agnostic AI research workb..."
73,kirodotdev/KiroCrew,https://github.com/kirodotdev/KiroCrew,AI Agent,3460,3460,2026-07-16,开源 AI 智能体与工作流项目,A persistent workspace for development work that self-improves and continues ...
74,dataelement/dsh-desktop,https://github.com/dataelement/dsh-desktop,AI Agent,3438,3438,2026-08-13,开源 AI 智能体与工作流项目,DSHDesktop：DeepSeek Harness Desktop / DeepSeek Harness 桌面版
75,kvcache-ai/AgentENV,https://github.com/kvcache-ai/AgentENV,AI Agent,3364,3364,2026-07-23,分布式 Agent 运行环境平台,为大规模智能体评估与任务执行提供隔离沙箱
76,synthetic-sciences/openscience,https://github.com/synthetic-sciences/openscience,AI Agent,3363,3363,2026-07-03,面向科研的开源 AI 工作台,自动化文献研究、假设验证与科研计算工作流
77,OpenBMB/PilotDeck,https://github.com/OpenBMB/PilotDeck,AI Agent,3354,3967,2026-05-22,任务导向型 AI Agent 生产力平台,面向桌面办公与专业工作流的智能体操作台
78,microsoft/flint-chart,https://github.com/microsoft/flint-chart,AI Agent,3328,4067,2026-05-13,开源 AI 智能体与工作流项目,🪄 Flint is a visualization language that lets AI agents reliably create expre...
79,KKKKhazix/human-writing,https://github.com/KKKKhazix/human-writing,AI Agent,3313,3313,2026-08-05,开源 AI 智能体与工作流项目,让 AI 写的中文读起来像一个具体的人在说话。通用创作与改稿 Skill，开箱即用。
80,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,AI Agent,3177,3177,2026-06-18,开源 AI 智能体与工作流项目,A coding-agent skill for multi-phase security audits with independently verif...
81,omdsh-dev/DSH-better-sidebar,https://github.com/omdsh-dev/DSH-better-sidebar,AI Agent,3154,3154,2026-08-07,开源 AI 智能体与工作流项目,"开放的侧边栏底座，支持三方拓展注册新侧边栏页面。内置文件渲染编辑/终端/侧边对话/Git/子代理页面 ｜ Open sidebar foundation,..."
82,EverMind-AI/Raven,https://github.com/EverMind-AI/Raven,AI Agent,3149,3699,2026-05-21,记忆优先的自进化 Agent 运行框架,基于长期记忆与自主学习持续优化任务执行
83,SenteLabsAI/OpenExecutive,https://github.com/SenteLabsAI/OpenExecutive,AI Agent,3062,3062,2026-06-11,开源 AI 智能体与工作流项目,AI-powered virtual executive team — a single coherent executive persona backe...
84,AminBlg/SimpleEnglish,https://github.com/AminBlg/SimpleEnglish,AI Agent,3010,3010,2026-07-21,开源 AI 智能体与工作流项目,Agent skill: make LLMs write docs in ASD-STE100 Simplified Technical
85,butterbase-ai/butterbase,https://github.com/butterbase-ai/butterbase,AI Agent,2932,3355,2026-05-20,开源 AI 智能体与工作流项目,"Open-source backend-as-a-service. Postgres, auth, storage, functions, AI gate..."
86,Hisn00w/ASu-skills,https://github.com/Hisn00w/ASu-skills,AI Agent,2916,2916,2026-08-12,开源 AI 智能体与工作流项目,简历包装
87,microsoft/AI-Engineering-Coach,https://github.com/microsoft/AI-Engineering-Coach,AI Agent,2878,3742,2026-05-06,开源 AI 智能体与工作流项目,better agentic engineering
88,GordenSun/GordenPPTSkill,https://github.com/GordenSun/GordenPPTSkill,AI Agent,2817,3005,2026-05-27,开源 AI 智能体与工作流项目,AI-friendly PPT builder skill: 17 hand-polished Chinese PPTX templates + non-...
89,wang2122/sprix-sage-router,https://github.com/wang2122/sprix-sage-router,AI Agent,2791,2791,2026-08-18,开源 AI 智能体与工作流项目,Sprix AI at 屿智同行 — state-aware SELF/COLLABORATE/HANDOFF routing for A2A agent...
90,QwenLM/Qwen-MM-Plugins,https://github.com/QwenLM/Qwen-MM-Plugins,AI Agent,2786,2786,2026-07-29,开源 AI 智能体与工作流项目,Make any agent harness multimodal-native.
91,thananon/9arm-skills,https://github.com/thananon/9arm-skills,AI Agent,2759,3157,2026-05-20,开源 AI 智能体与工作流项目,自动化执行多步骤业务与研究任务
92,visa/visa-vulnerability-agentic-harness,https://github.com/visa/visa-vulnerability-agentic-harness,AI Agent,2660,2660,2026-06-05,开源 AI 智能体与工作流项目,Visa Vulnerability Agentic Harness
93,lopopolo/harness-engineering,https://github.com/lopopolo/harness-engineering,AI Agent,2646,2646,2026-07-18,开源 AI 智能体与工作流项目,"🐎 Ryan Lopopolo’s anthology, field guide, and agent context bundle for harnes..."
94,geeklee/srt-whiteboard-animation,https://github.com/geeklee/srt-whiteboard-animation,AI Agent,2631,2631,2026-07-27,开源 AI 智能体与工作流项目,将 SRT 字幕做成暖米黄纸张底的流式笔迹白板手绘动画 skill：mask 分区遮罩编排 + stream 连续笔迹（ink→color）。
95,Jakubantalik/thinking-orbs,https://github.com/Jakubantalik/thinking-orbs,AI Agent,2629,2629,2026-07-21,开源 AI 智能体与工作流项目,"Dotted thought-orb loading indicators for AI & agent UIs, 9 tuned types, two ..."
96,simonlin1212/TradingAgents-astock,https://github.com/simonlin1212/TradingAgents-astock,AI Agent,2612,3117,2026-05-13,A股多 Agent 投研决策框架,适配A股龙虎榜与游资规则的多分析师辩论决策系统
97,OpenNSWM-Lab/FAROS,https://github.com/OpenNSWM-Lab/FAROS,AI Agent,2508,3030,2026-05-13,蓝图驱动的自动化科研 Agent 系统,端到端编排学术文献调研与实验设计
98,open-gitagent/opengap,https://github.com/open-gitagent/opengap,AI Agent,2468,2921,2026-02-24,Git 原生跨框架 Agent 协议标准,以 Git 仓库和版本化方式规范与分发 AI 智能体
99,buchidonggua/dg-ai-notes,https://github.com/buchidonggua/dg-ai-notes,AI Agent,2420,2420,2026-07-05,开源 AI 智能体与工作流项目,自动化执行多步骤业务与研究任务
100,ljagiello/ctf-skills,https://github.com/ljagiello/ctf-skills,AI Agent,2387,3142,2026-02-01,CTF 网络安全攻防 Agent 技能集,辅助智能体自主完成 Web 渗透与二进制漏洞利用挑战
101,shepherd-agents/shepherd,https://github.com/shepherd-agents/shepherd,AI Agent,2381,2381,2026-06-24,开源 AI 智能体与工作流项目,"A runtime substrate that turns an agent's execution into a reversible, Git-li..."
102,rpamis/comet,https://github.com/rpamis/comet,AI Agent,2374,2875,2026-05-14,开源 AI 智能体与工作流项目,Comet: agent skill harness for turning ideas into evaluated workflows
103,foryourhealth111-pixel/Vibe-Skills,https://github.com/foryourhealth111-pixel/Vibe-Skills,AI Agent,2358,3097,2026-02-22,通用智能路由 Agent 技能框架,根据用户意图自动分发并组合最佳 Agent 技能
104,YTwsy/OpenSurge-for-Mac,https://github.com/YTwsy/OpenSurge-for-Mac,AI Agent,2298,2298,2026-06-29,开源 AI 智能体与工作流项目,Surge-style whole-home gateway and control plane for macOS with IPv4/IPv6 sup...
105,google-deepmind/science-skills,https://github.com/google-deepmind/science-skills,AI Agent,2295,2805,2026-05-13,开源 AI 智能体与工作流项目,GDM Science Skills to speed up agentic scientific workflows with better groun...
106,quantskills/quantskills,https://github.com/quantskills/quantskills,AI Agent,2220,2220,2026-06-25,开源 AI 智能体与工作流项目,QuantSkills组织的全景导航 ——Panoramic navigator for the QuantSkills organization
107,VRSEN/OpenSwarm,https://github.com/VRSEN/OpenSwarm,AI Agent,2185,2856,2026-04-12,全领域自主 Agent 编排工具,将类 Claude Code 交互体验扩展到编码之外的全场景
108,Helvesec/rmux,https://github.com/Helvesec/rmux,AI Agent,2173,2607,2026-05-15,开源 AI 智能体与工作流项目,Universal Rust multiplexer with a typed SDK — drive any CLI or TUI app from c...
109,collabs-inc/collab-public,https://github.com/collabs-inc/collab-public,AI Agent,2160,2933,2026-03-15,多智能体协作创作平台,在统一空间内与多个 AI 智能体协同设计与内容生产
110,flutter/agent-plugins,https://github.com/flutter/agent-plugins,AI Agent,2155,2892,2026-02-25,Flutter 官方 Agent 插件合集,为移动端与跨平台应用接入 AI 智能体能力
111,FreedomIntelligence/OpenClaw-Medical-Skills,https://github.com/FreedomIntelligence/OpenClaw-Medical-Skills,AI Agent,2147,2977,2026-03-08,医疗健康领域 OpenClaw 技能库,为 AI 助手提供医学知识问答与临床辅助技能
112,off-grid-ai/OGAM,https://github.com/off-grid-ai/OGAM,AI Agent,2129,3028,2026-01-29,开源大语言模型项目,The Swiss Army Knife of Offline AI. Chat
113,open-webui/open-terminal,https://github.com/open-webui/open-terminal,AI Agent,2111,3044,2026-02-10,通过 cURL 调用的虚拟云终端,为 Agent 提供无需配置的即用型云端执行环境
114,ShawnPana/phone-harness,https://github.com/ShawnPana/phone-harness,AI Agent,2102,2102,2026-08-07,开源 AI 智能体与工作流项目,let your agent control your phone
115,openocta/openocta,https://github.com/openocta/openocta,AI Agent,2055,3040,2026-02-26,国产信创桌面级 AI 智能体,面向办公、文档处理与 IT 运维的安全桌面助手
116,HiThink-Tech/Financial-API,https://github.com/HiThink-Tech/Financial-API,AI Agent,2043,2043,2026-06-09,开源 AI 智能体与工作流项目,同花顺官方 A股金融数据服务，提供股票实时行情、历史行情、财务报表、指数、板块、涨停等数据，适用于 AI Agent、量化研究和应用开发，支持 API、M...
117,Kritt-ai/open-kritt,https://github.com/Kritt-ai/open-kritt,AI Agent,2033,2033,2026-07-20,开源 AI 智能体与工作流项目,"Open-source, self-hosted AI vulnerability research tool that orchestrates age..."
118,qingchencloud/clawpanel,https://github.com/qingchencloud/clawpanel,AI Agent,2027,2935,2026-02-26,OpenClaw & Hermes 多引擎管理面板,可视化监控、配置与调度多款开源 AI Agent
119,ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,Coding Agent,142965,195168,2026-03-31,Rust 编写的 Agent 自主研发项目,展示由 AI 智能体全流程主导的现代软件工程实践
120,anomalyco/opencode,https://github.com/anomalyco/opencode,Coding Agent,125040,202669,2025-04-30,开源命令行自主编程 Agent,在终端内自主理解项目架构并高效编写修改代码
121,garrytan/gstack,https://github.com/garrytan/gstack,Coding Agent,96601,130507,2026-03-11,Claude Code 开箱即用工程配置集,集成 23 个生产级开发工具与最佳工程预设
122,farion1231/cc-switch,https://github.com/farion1231/cc-switch,Coding Agent,96363,130299,2025-08-04,Claude Code 跨平台多会话管理助手,桌面端一键切换与集中监控多个 AI 编码会话
123,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,开发工具,94163,174562,2024-04-15,面向 LLM 的专业网页抓取与搜索 API,将任意复杂网页转换为结构化干净 Markdown 供 AI 读取
124,Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,开发工具,89038,112771,2026-04-03,代码库知识图谱自动生成工具,深度解析代码依赖与模块拓扑，辅助 Agent 快速理解项目
125,microsoft/markitdown,https://github.com/microsoft/markitdown,开发工具,85437,177268,2024-11-13,多格式文档转 Markdown 工具,将 Office、PDF 等各类文件转为高质量 Markdown
126,anthropics/claude-code,https://github.com/anthropics/claude-code,Coding Agent,83809,143504,2025-02-22,Anthropic 官方终端编程 Agent,通过自然语言在终端执行多文件编辑、测试与 Git 工作流
127,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,开发工具,82716,111843,2026-03-31,大厂与前沿开源项目 DESIGN.md 合集,提供成熟的设计规范与视觉原则供 AI 学习参考
128,github/spec-kit,https://github.com/github/spec-kit,Coding Agent,81977,132407,2025-08-21,规格驱动开发（SDD）工具包,用规范的架构规格书指导 AI 编码，减少返工与幻觉
129,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,Coding Agent,78455,101923,2026-04-04,极简省 Token 的 Claude Code 技能,精炼直白高密度交流，显著压缩上下文与 Token 消耗
130,DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,基础设施,75200,196733,2024-05-30,面向开发者的免费域名分发平台,为开源项目与个人开发者提供免费子域名与解析服务
131,nexu-io/open-design,https://github.com/nexu-io/open-design,前端框架,74311,92917,2026-04-28,本地优先开源 AI 设计工具,在本地利用 AI 快速完成 UI 设计、原型绘制与代码导出
132,karpathy/autoresearch,https://github.com/karpathy/autoresearch,模型/推理,67276,94969,2026-03-06,Karpathy 开源单卡自主科研 Agent,在单张 GPU 上自动执行深度学习实验迭代与假设验证
133,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,音视频,66490,118904,2024-03-11,全自动高清短视频批量生成工具,输入文案一键合成配音、字幕、画面与背景音乐
134,openai/codex,https://github.com/openai/codex,Coding Agent,65996,120244,2025-04-13,OpenAI 终端轻量编程 Agent,命令行内快速生成、补全与重构代码
135,ruvnet/RuView,https://github.com/ruvnet/RuView,多模态,65373,92143,2025-06-07,基于 WiFi 信号的空间感知工具,利用无线信号实现无需摄像头的室内人体存在与姿态监测
136,Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,开发工具,64517,81134,2026-03-15,代码库交互式教学图谱生成器,将复杂代码逻辑转换为直观可视化的教学架构图
137,koala73/worldmonitor,https://github.com/koala73/worldmonitor,多模态,61854,85106,2026-01-08,全球地缘与突发事件 AI 情报看板,实时多源聚合新闻事件与宏观数据走势监控
138,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,开发工具,59732,135342,2024-04-29,精选 100+ 前沿 AI 应用与 Agent 实例,涵盖 RAG、多 Agent、语音与视觉的生产级实战案例
139,rtk-ai/rtk,https://github.com/rtk-ai/rtk,开发工具,59284,77987,2026-01-22,LLM 上下文 Token 压缩代理 CLI,在请求前智能剪枝与压缩上下文，降低推理成本与延迟
140,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,开发工具,56683,68139,2026-01-07,上下文窗口智能压缩与蒸馏工具,在保留核心关键语义的前提下大幅缩减 Prompt 长度
141,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,开发工具,55739,68761,2026-01-18,预索引代码知识图谱引擎,毫秒级语义检索函数调用链路与跨文件依赖关系
142,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,开发工具,53320,77429,2024-10-13,自适应防封禁智能网页爬虫框架,具备反爬对抗与智能清洗能力的下一代采集工具
143,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,基础设施,53256,141233,2023-11-21,基于 Tauri 的现代化网络代理客户端,跨平台流量智能分流与节点订阅管理
144,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,音视频,52398,88052,2025-06-22,开源跨平台桌面视频剪辑软件,轻量利落的剪映替代品，支持多轨道剪辑与特效处理
145,usestrix/strix,https://github.com/usestrix/strix,开发工具,52316,59575,2025-08-05,开源 AI 渗透测试工具,像黑客一样模拟攻击路径、生成 PoC 并给出修复建议，可集成 CI/CD
146,stablyai/orca,https://github.com/stablyai/orca,Coding Agent,51710,57751,2026-03-17,面向并行智能体编队的 ADE（智能体开发环境）,用自有订阅运行任意编码智能体，支持桌面/移动/VPS
147,pbakaus/impeccable,https://github.com/pbakaus/impeccable,前端框架,50706,64170,2025-11-16,打造高质感界面的 AI 设计系统技能,注入精致留白、克制排版与严谨色彩体系，杜绝 AI 粗糙感
148,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,开发工具,50486,58852,2026-02-13,高可用多模型统一路由网关,单 API 端点无缝接入与负载均衡 290+ 主流大模型
